Not using distributed mode
git:
  sha: 85b8696e6a0ce62526bd5f21358c671dcf69dc24, status: has uncommited changes, branch: main

Namespace(aux_loss=True, backbone='resnet101', batch_size=16, bbox_loss_coef=5, clip_max_norm=0.1, coco_panoptic_path=None, coco_path='/data/sundeep/Point-Beyond-Class/data/RSNA/cocoAnn/50p', cons_loss=False, cons_loss_coef=10, data_augment=True, dataset_file='rsna', dec_layers=6, device='cuda', dice_loss_coef=1, dilation=False, dim_feedforward=2048, dist_url='env://', distributed=False, dropout=0.1, enc_layers=6, eos_coef=0.1, epochs=111, eval=False, frozen_weights=None, generate_pseudo_bbox=False, giou_loss_coef=2, hidden_dim=256, load_from='', lr=0.0001, lr_backbone=1e-05, lr_drop=[72, 96], mask_loss_coef=1, masks=False, nheads=8, num_queries=100, num_workers=16, output_dir='/data/sundeep/Point-Beyond-Class/Output/outfiles/models/RSNA/exp4_stage1_data50p_1pts_Erase20_jit005_unlabelLossL2Loss50_Load2ptsconsPth_resnet101', partial=50, position_embedding='v4', pre_norm=True, remove_difficult=False, resume='', sample_points_num=1, save_csv=None, save_evaltxt_forDraw=False, seed=42, set_cost_bbox=5, set_cost_class=1, set_cost_giou=2, start_epoch=0, start_sample_UnSupImg=80, train_with_unlabel_imgs=True, unlabel_cons_loss_coef=50.0, val_data='val', weight_decay=0.0001, world_size=1)
weight dict ..  {'loss_ce': 1, 'loss_bbox': 5, 'loss_giou': 2, 'loss_unlabelcons': 50.0, 'loss_ce_0': 1, 'loss_bbox_0': 5, 'loss_giou_0': 2, 'loss_unlabelcons_0': 50.0, 'loss_ce_1': 1, 'loss_bbox_1': 5, 'loss_giou_1': 2, 'loss_unlabelcons_1': 50.0, 'loss_ce_2': 1, 'loss_bbox_2': 5, 'loss_giou_2': 2, 'loss_unlabelcons_2': 50.0, 'loss_ce_3': 1, 'loss_bbox_3': 5, 'loss_giou_3': 2, 'loss_unlabelcons_3': 50.0, 'loss_ce_4': 1, 'loss_bbox_4': 5, 'loss_giou_4': 2, 'loss_unlabelcons_4': 50.0}
number of params: 60233992
dataset path: 
 /data/sundeep/Point-Beyond-Class/data/RSNA/cocoAnn/50p/instances_trainBox.json
loading annotations into memory...
Done (t=0.02s)
creating index...
index created!
=====> training with unlabeled imgs (point annotation)
loading annotations into memory...
Done (t=0.07s)
creating index...
index created!
=====> /data/sundeep/Point-Beyond-Class/data/RSNA/cocoAnn/100p/instances_trainBox.json
sample points num ..  1
dataset path: 
 /data/sundeep/Point-Beyond-Class/data/RSNA/cocoAnn/50p/../instances_val.json
loading annotations into memory...
Done (t=0.01s)
creating index...
index created!
sample points num ..  1
training data:
num:  4809
sample:  5 (tensor([[[-1.9809, -1.9809, -1.9809,  ..., -2.0494, -2.0665, -2.1008],
         [-1.9638, -1.9638, -1.9638,  ..., -2.0323, -2.0665, -2.1008],
         [-1.9809, -1.9809, -1.9809,  ..., -2.0323, -2.0494, -2.0837],
         ...,
         [ 0.6563,  0.7248,  0.7077,  ..., -1.9467, -1.9295, -2.0494],
         [ 0.6049,  0.6734,  0.6563,  ..., -1.9295, -1.9467, -2.0494],
         [-0.7650, -0.7650, -0.7650,  ..., -2.0152, -2.0323, -2.0837]],

        [[-1.8957, -1.8957, -1.8957,  ..., -1.9657, -1.9832, -2.0182],
         [-1.8782, -1.8782, -1.8782,  ..., -1.9482, -1.9832, -2.0182],
         [-1.8957, -1.8957, -1.8957,  ..., -1.9482, -1.9657, -2.0007],
         ...,
         [ 0.8004,  0.8704,  0.8529,  ..., -1.8606, -1.8431, -1.9657],
         [ 0.7479,  0.8179,  0.8004,  ..., -1.8431, -1.8606, -1.9657],
         [-0.6527, -0.6527, -0.6527,  ..., -1.9307, -1.9482, -2.0007]],

        [[-1.6650, -1.6650, -1.6650,  ..., -1.7347, -1.7522, -1.7870],
         [-1.6476, -1.6476, -1.6476,  ..., -1.7173, -1.7522, -1.7870],
         [-1.6650, -1.6650, -1.6650,  ..., -1.7173, -1.7347, -1.7696],
         ...,
         [ 1.0191,  1.0888,  1.0714,  ..., -1.6302, -1.6127, -1.7347],
         [ 0.9668,  1.0365,  1.0191,  ..., -1.6127, -1.6302, -1.7347],
         [-0.4275, -0.4275, -0.4275,  ..., -1.6999, -1.7173, -1.7696]]]), {'labels': tensor([1, 1]), 'object_ids': tensor([0, 1]), 'points': tensor([[0.3183, 0.2749],
        [0.5916, 0.6803]])}, {'boxes': tensor([[0.2310, 0.5317, 0.3096, 0.5264],
        [0.6040, 0.5762, 0.2510, 0.4512]])}, '000000.jpg', False)
====================================================================================================
using MyBalancedSampler and  50\% data.
====================================================================================================
Start training (Hypothesis 1: ResNet101 backbone)
epoch imgs: 4800
Epoch: [0]  [  0/300]  eta: 0:12:41  lr: 0.000100  loss: 5.1256 (5.1256)  loss_bbox: 3.1487 (3.1487)  loss_giou: 1.6522 (1.6522)  loss_unlabelcons: 0.3247 (0.3247)  time: 2.5372  data: 1.4830  max mem: 7856
Epoch: [0]  [ 10/300]  eta: 0:05:44  lr: 0.000100  loss: 3.6951 (3.8108)  loss_bbox: 2.1039 (2.1968)  loss_giou: 1.4706 (1.4642)  loss_unlabelcons: 0.1338 (0.1498)  time: 1.1888  data: 0.1522  max mem: 9197
Epoch: [45]  [250/300]  eta: 0:00:50  lr: 0.000100  loss: 2.6542 (2.6651)  loss_bbox: 1.3137 (1.3930)  loss_giou: 1.1937 (1.2128)  loss_unlabelcons: 0.0554 (0.0593)  time: 0.9572  data: 0.0240  max mem: 10468
Epoch: [45]  [260/300]  eta: 0:00:40  lr: 0.000100  loss: 2.6542 (2.6689)  loss_bbox: 1.3413 (1.3954)  loss_giou: 1.1937 (1.2137)  loss_unlabelcons: 0.0626 (0.0598)  time: 0.9554  data: 0.0235  max mem: 10468
Epoch: [45]  [270/300]  eta: 0:00:30  lr: 0.000100  loss: 2.6877 (2.6698)  loss_bbox: 1.3652 (1.3975)  loss_giou: 1.1937 (1.2131)  loss_unlabelcons: 0.0466 (0.0593)  time: 0.9510  data: 0.0234  max mem: 10468
Epoch: [45]  [280/300]  eta: 0:00:20  lr: 0.000100  loss: 2.6165 (2.6679)  loss_bbox: 1.3213 (1.3955)  loss_giou: 1.1942 (1.2132)  loss_unlabelcons: 0.0460 (0.0593)  time: 1.0073  data: 0.0234  max mem: 10468
Epoch: [45]  [290/300]  eta: 0:00:10  lr: 0.000100  loss: 2.5779 (2.6649)  loss_bbox: 1.2287 (1.3921)  loss_giou: 1.2039 (1.2139)  loss_unlabelcons: 0.0531 (0.0590)  time: 0.9962  data: 0.0324  max mem: 10468
Epoch: [45]  [299/300]  eta: 0:00:01  lr: 0.000100  loss: 2.6894 (2.6673)  loss_bbox: 1.3810 (1.3938)  loss_giou: 1.1881 (1.2145)  loss_unlabelcons: 0.0531 (0.0590)  time: 0.9548  data: 0.0203  max mem: 10468
Epoch: [45] Total time: 0:05:01 (1.0046 s / it)
Averaged stats: lr: 0.000100  loss: 2.6894 (2.6673)  loss_bbox: 1.3810 (1.3938)  loss_giou: 1.1881 (1.2145)  loss_unlabelcons: 0.0531 (0.0590)
epoch imgs: 4800
Epoch: [46]  [  0/300]  eta: 0:14:21  lr: 0.000100  loss: 2.4152 (2.4152)  loss_bbox: 1.2535 (1.2535)  loss_giou: 1.1164 (1.1164)  loss_unlabelcons: 0.0453 (0.0453)  time: 2.8705  data: 1.5781  max mem: 10468
Epoch: [46]  [ 10/300]  eta: 0:05:01  lr: 0.000100  loss: 2.6038 (2.5809)  loss_bbox: 1.3539 (1.3323)  loss_giou: 1.1832 (1.2002)  loss_unlabelcons: 0.0481 (0.0484)  time: 1.0394  data: 0.1596  max mem: 10468
Epoch: [46]  [ 20/300]  eta: 0:04:39  lr: 0.000100  loss: 2.6056 (2.5998)  loss_bbox: 1.3539 (1.3377)  loss_giou: 1.2183 (1.2089)  loss_unlabelcons: 0.0503 (0.0532)  time: 0.9030  data: 0.0278  max mem: 10468
Epoch: [46]  [ 30/300]  eta: 0:04:28  lr: 0.000100  loss: 2.5245 (2.5873)  loss_bbox: 1.3153 (1.3273)  loss_giou: 1.2109 (1.2078)  loss_unlabelcons: 0.0497 (0.0522)  time: 0.9675  data: 0.0247  max mem: 10468
Epoch: [46]  [ 40/300]  eta: 0:04:18  lr: 0.000100  loss: 2.6189 (2.6699)  loss_bbox: 1.3153 (1.4018)  loss_giou: 1.2116 (1.2131)  loss_unlabelcons: 0.0500 (0.0550)  time: 0.9907  data: 0.0236  max mem: 10468
Epoch: [46]  [ 50/300]  eta: 0:04:11  lr: 0.000100  loss: 2.7772 (2.6613)  loss_bbox: 1.4097 (1.3908)  loss_giou: 1.2402 (1.2151)  loss_unlabelcons: 0.0592 (0.0554)  time: 1.0304  data: 0.0346  max mem: 10468
Epoch: [46]  [ 60/300]  eta: 0:03:58  lr: 0.000100  loss: 2.7374 (2.6869)  loss_bbox: 1.4097 (1.4116)  loss_giou: 1.2500 (1.2205)  loss_unlabelcons: 0.0518 (0.0548)  time: 0.9993  data: 0.0238  max mem: 10468
Epoch: [46]  [ 70/300]  eta: 0:03:45  lr: 0.000100  loss: 2.5927 (2.6751)  loss_bbox: 1.3396 (1.4032)  loss_giou: 1.2086 (1.2164)  loss_unlabelcons: 0.0518 (0.0555)  time: 0.9159  data: 0.0250  max mem: 10468
Epoch: [46]  [ 80/300]  eta: 0:03:41  lr: 0.000100  loss: 2.5754 (2.6682)  loss_bbox: 1.3156 (1.3968)  loss_giou: 1.1980 (1.2142)  loss_unlabelcons: 0.0584 (0.0571)  time: 1.0474  data: 0.0346  max mem: 10468
Epoch: [46]  [ 90/300]  eta: 0:03:30  lr: 0.000100  loss: 2.6653 (2.6924)  loss_bbox: 1.4009 (1.4103)  loss_giou: 1.2355 (1.2237)  loss_unlabelcons: 0.0591 (0.0585)  time: 1.0787  data: 0.0248  max mem: 10468
Epoch: [46]  [100/300]  eta: 0:03:20  lr: 0.000100  loss: 2.7768 (2.6956)  loss_bbox: 1.4112 (1.4133)  loss_giou: 1.2265 (1.2243)  loss_unlabelcons: 0.0539 (0.0580)  time: 0.9851  data: 0.0266  max mem: 10468
Epoch: [46]  [110/300]  eta: 0:03:11  lr: 0.000100  loss: 2.6974 (2.6960)  loss_bbox: 1.3495 (1.4144)  loss_giou: 1.2099 (1.2204)  loss_unlabelcons: 0.0576 (0.0613)  time: 1.0422  data: 0.0242  max mem: 10468
Epoch: [46]  [120/300]  eta: 0:03:00  lr: 0.000100  loss: 2.7407 (2.7083)  loss_bbox: 1.3845 (1.4221)  loss_giou: 1.1827 (1.2227)  loss_unlabelcons: 0.0875 (0.0635)  time: 1.0138  data: 0.0237  max mem: 10468
Epoch: [46]  [130/300]  eta: 0:02:49  lr: 0.000100  loss: 2.6418 (2.7047)  loss_bbox: 1.3771 (1.4186)  loss_giou: 1.2084 (1.2214)  loss_unlabelcons: 0.0810 (0.0647)  time: 0.9104  data: 0.0343  max mem: 10468
Epoch: [46]  [140/300]  eta: 0:02:40  lr: 0.000100  loss: 2.5854 (2.6972)  loss_bbox: 1.2611 (1.4113)  loss_giou: 1.2084 (1.2210)  loss_unlabelcons: 0.0602 (0.0650)  time: 0.9690  data: 0.0234  max mem: 10468
Epoch: [46]  [150/300]  eta: 0:02:30  lr: 0.000100  loss: 2.6173 (2.6882)  loss_bbox: 1.2845 (1.4042)  loss_giou: 1.2137 (1.2197)  loss_unlabelcons: 0.0543 (0.0643)  time: 1.0347  data: 0.0252  max mem: 10468
Epoch: [46]  [160/300]  eta: 0:02:20  lr: 0.000100  loss: 2.5315 (2.6782)  loss_bbox: 1.2845 (1.3960)  loss_giou: 1.1586 (1.2178)  loss_unlabelcons: 0.0509 (0.0644)  time: 1.0036  data: 0.0337  max mem: 10468
Epoch: [46]  [170/300]  eta: 0:02:10  lr: 0.000100  loss: 2.4524 (2.6706)  loss_bbox: 1.2278 (1.3893)  loss_giou: 1.1586 (1.2170)  loss_unlabelcons: 0.0573 (0.0644)  time: 1.0240  data: 0.0236  max mem: 10468
Epoch: [46]  [180/300]  eta: 0:02:00  lr: 0.000100  loss: 2.4333 (2.6639)  loss_bbox: 1.1915 (1.3845)  loss_giou: 1.1456 (1.2140)  loss_unlabelcons: 0.0596 (0.0654)  time: 1.0163  data: 0.0259  max mem: 10468
Epoch: [46]  [190/300]  eta: 0:01:49  lr: 0.000100  loss: 2.6294 (2.6711)  loss_bbox: 1.4034 (1.3912)  loss_giou: 1.1524 (1.2147)  loss_unlabelcons: 0.0596 (0.0652)  time: 0.9062  data: 0.0237  max mem: 10468
Epoch: [46]  [200/300]  eta: 0:01:39  lr: 0.000100  loss: 2.6153 (2.6622)  loss_bbox: 1.3511 (1.3866)  loss_giou: 1.1586 (1.2110)  loss_unlabelcons: 0.0538 (0.0646)  time: 0.9363  data: 0.0243  max mem: 10468
Epoch: [46]  [210/300]  eta: 0:01:29  lr: 0.000100  loss: 2.4992 (2.6631)  loss_bbox: 1.2948 (1.3890)  loss_giou: 1.1367 (1.2100)  loss_unlabelcons: 0.0507 (0.0642)  time: 1.0267  data: 0.0351  max mem: 10468
Epoch: [46]  [220/300]  eta: 0:01:19  lr: 0.000100  loss: 2.6474 (2.6709)  loss_bbox: 1.3915 (1.3939)  loss_giou: 1.1596 (1.2129)  loss_unlabelcons: 0.0515 (0.0641)  time: 0.9594  data: 0.0236  max mem: 10468
Epoch: [46]  [230/300]  eta: 0:01:09  lr: 0.000100  loss: 2.7395 (2.6725)  loss_bbox: 1.4694 (1.3943)  loss_giou: 1.2660 (1.2138)  loss_unlabelcons: 0.0560 (0.0643)  time: 1.0043  data: 0.0254  max mem: 10468
Epoch: [46]  [240/300]  eta: 0:00:59  lr: 0.000100  loss: 2.5645 (2.6693)  loss_bbox: 1.3748 (1.3937)  loss_giou: 1.2102 (1.2115)  loss_unlabelcons: 0.0553 (0.0640)  time: 1.0553  data: 0.0342  max mem: 10468
Epoch: [46]  [250/300]  eta: 0:00:49  lr: 0.000100  loss: 2.5149 (2.6638)  loss_bbox: 1.2389 (1.3883)  loss_giou: 1.1906 (1.2112)  loss_unlabelcons: 0.0561 (0.0643)  time: 0.9598  data: 0.0238  max mem: 10468
Epoch: [46]  [260/300]  eta: 0:00:39  lr: 0.000100  loss: 2.5599 (2.6651)  loss_bbox: 1.2845 (1.3897)  loss_giou: 1.1906 (1.2111)  loss_unlabelcons: 0.0640 (0.0643)  time: 0.9796  data: 0.0280  max mem: 10468
Epoch: [46]  [270/300]  eta: 0:00:29  lr: 0.000100  loss: 2.6072 (2.6627)  loss_bbox: 1.3719 (1.3874)  loss_giou: 1.2205 (1.2108)  loss_unlabelcons: 0.0638 (0.0645)  time: 0.9761  data: 0.0255  max mem: 10468
Epoch: [46]  [280/300]  eta: 0:00:19  lr: 0.000100  loss: 2.5460 (2.6628)  loss_bbox: 1.3504 (1.3878)  loss_giou: 1.1744 (1.2100)  loss_unlabelcons: 0.0697 (0.0650)  time: 1.0332  data: 0.0231  max mem: 10468
Epoch: [46]  [290/300]  eta: 0:00:09  lr: 0.000100  loss: 2.6424 (2.6723)  loss_bbox: 1.3925 (1.3939)  loss_giou: 1.2342 (1.2133)  loss_unlabelcons: 0.0697 (0.0651)  time: 1.0927  data: 0.0306  max mem: 10468
Epoch: [46]  [299/300]  eta: 0:00:00  lr: 0.000100  loss: 2.6278 (2.6692)  loss_bbox: 1.3443 (1.3914)  loss_giou: 1.2502 (1.2133)  loss_unlabelcons: 0.0499 (0.0645)  time: 0.9783  data: 0.0205  max mem: 10468
Epoch: [46] Total time: 0:04:59 (0.9978 s / it)
Averaged stats: lr: 0.000100  loss: 2.6278 (2.6692)  loss_bbox: 1.3443 (1.3914)  loss_giou: 1.2502 (1.2133)  loss_unlabelcons: 0.0499 (0.0645)
epoch imgs: 4800
Epoch: [47]  [  0/300]  eta: 0:11:41  lr: 0.000100  loss: 2.5741 (2.5741)  loss_bbox: 1.3932 (1.3932)  loss_giou: 1.1270 (1.1270)  loss_unlabelcons: 0.0539 (0.0539)  time: 2.3398  data: 1.4555  max mem: 10468
Epoch: [47]  [ 10/300]  eta: 0:05:27  lr: 0.000100  loss: 2.8485 (2.7948)  loss_bbox: 1.5767 (1.5527)  loss_giou: 1.2016 (1.1942)  loss_unlabelcons: 0.0489 (0.0479)  time: 1.1285  data: 0.1554  max mem: 10468
Epoch: [47]  [ 20/300]  eta: 0:04:52  lr: 0.000100  loss: 2.7943 (2.6800)  loss_bbox: 1.4728 (1.4369)  loss_giou: 1.1811 (1.1852)  loss_unlabelcons: 0.0522 (0.0579)  time: 0.9817  data: 0.0310  max mem: 10468
Epoch: [47]  [ 30/300]  eta: 0:04:36  lr: 0.000100  loss: 2.6263 (2.7246)  loss_bbox: 1.3251 (1.4568)  loss_giou: 1.1929 (1.2028)  loss_unlabelcons: 0.0658 (0.0649)  time: 0.9685  data: 0.0242  max mem: 10468
Epoch: [47]  [ 40/300]  eta: 0:04:33  lr: 0.000100  loss: 2.6263 (2.6773)  loss_bbox: 1.3377 (1.4224)  loss_giou: 1.1929 (1.1879)  loss_unlabelcons: 0.0658 (0.0669)  time: 1.0549  data: 0.0246  max mem: 10468
Epoch: [47]  [ 50/300]  eta: 0:04:25  lr: 0.000100  loss: 2.3502 (2.6329)  loss_bbox: 1.2175 (1.3825)  loss_giou: 1.1447 (1.1816)  loss_unlabelcons: 0.0722 (0.0688)  time: 1.1236  data: 0.0363  max mem: 10468
Epoch: [47]  [ 60/300]  eta: 0:04:09  lr: 0.000100  loss: 2.4449 (2.6372)  loss_bbox: 1.2082 (1.3746)  loss_giou: 1.1874 (1.1913)  loss_unlabelcons: 0.0831 (0.0713)  time: 1.0148  data: 0.0239  max mem: 10468
Epoch: [47]  [ 70/300]  eta: 0:04:00  lr: 0.000100  loss: 2.5163 (2.6281)  loss_bbox: 1.3307 (1.3685)  loss_giou: 1.2026 (1.1908)  loss_unlabelcons: 0.0549 (0.0688)  time: 1.0023  data: 0.0242  max mem: 10468
Epoch: [47]  [ 80/300]  eta: 0:03:49  lr: 0.000100  loss: 2.5958 (2.6281)  loss_bbox: 1.3373 (1.3704)  loss_giou: 1.1869 (1.1895)  loss_unlabelcons: 0.0529 (0.0682)  time: 1.0490  data: 0.0244  max mem: 10468
Epoch: [47]  [ 90/300]  eta: 0:03:37  lr: 0.000100  loss: 2.6691 (2.6250)  loss_bbox: 1.3854 (1.3681)  loss_giou: 1.2248 (1.1892)  loss_unlabelcons: 0.0569 (0.0677)  time: 1.0065  data: 0.0242  max mem: 10468
Epoch: [47]  [100/300]  eta: 0:03:27  lr: 0.000100  loss: 2.6572 (2.6380)  loss_bbox: 1.3584 (1.3742)  loss_giou: 1.2153 (1.1967)  loss_unlabelcons: 0.0599 (0.0672)  time: 1.0157  data: 0.0357  max mem: 10468
Epoch: [47]  [110/300]  eta: 0:03:17  lr: 0.000100  loss: 2.6572 (2.6360)  loss_bbox: 1.3584 (1.3748)  loss_giou: 1.2138 (1.1945)  loss_unlabelcons: 0.0572 (0.0666)  time: 1.0386  data: 0.0237  max mem: 10468
Epoch: [47]  [120/300]  eta: 0:03:08  lr: 0.000100  loss: 2.6627 (2.6336)  loss_bbox: 1.3926 (1.3739)  loss_giou: 1.1496 (1.1926)  loss_unlabelcons: 0.0596 (0.0670)  time: 1.0870  data: 0.0243  max mem: 10468
Epoch: [47]  [130/300]  eta: 0:02:57  lr: 0.000100  loss: 2.4909 (2.6239)  loss_bbox: 1.3002 (1.3652)  loss_giou: 1.1415 (1.1918)  loss_unlabelcons: 0.0630 (0.0669)  time: 1.0963  data: 0.0364  max mem: 10468
Epoch: [47]  [140/300]  eta: 0:02:47  lr: 0.000100  loss: 2.4681 (2.6166)  loss_bbox: 1.2036 (1.3591)  loss_giou: 1.1812 (1.1912)  loss_unlabelcons: 0.0563 (0.0663)  time: 1.0448  data: 0.0245  max mem: 10468
Epoch: [47]  [150/300]  eta: 0:02:37  lr: 0.000100  loss: 2.5558 (2.6192)  loss_bbox: 1.2652 (1.3595)  loss_giou: 1.2141 (1.1949)  loss_unlabelcons: 0.0454 (0.0649)  time: 1.0586  data: 0.0280  max mem: 10468
Epoch: [47]  [160/300]  eta: 0:02:25  lr: 0.000100  loss: 2.6329 (2.6240)  loss_bbox: 1.3318 (1.3637)  loss_giou: 1.2001 (1.1959)  loss_unlabelcons: 0.0454 (0.0644)  time: 1.0297  data: 0.0278  max mem: 10468
Epoch: [47]  [170/300]  eta: 0:02:15  lr: 0.000100  loss: 2.6967 (2.6378)  loss_bbox: 1.4411 (1.3736)  loss_giou: 1.2001 (1.2003)  loss_unlabelcons: 0.0516 (0.0638)  time: 0.9968  data: 0.0245  max mem: 10468
Epoch: [47]  [180/300]  eta: 0:02:04  lr: 0.000100  loss: 2.8646 (2.6485)  loss_bbox: 1.5124 (1.3812)  loss_giou: 1.3160 (1.2046)  loss_unlabelcons: 0.0465 (0.0627)  time: 1.0165  data: 0.0363  max mem: 10468
Epoch: [47]  [190/300]  eta: 0:01:54  lr: 0.000100  loss: 2.6620 (2.6488)  loss_bbox: 1.3766 (1.3815)  loss_giou: 1.2040 (1.2051)  loss_unlabelcons: 0.0467 (0.0622)  time: 1.0386  data: 0.0242  max mem: 10468
Epoch: [47]  [200/300]  eta: 0:01:44  lr: 0.000100  loss: 2.6437 (2.6489)  loss_bbox: 1.3359 (1.3827)  loss_giou: 1.1885 (1.2040)  loss_unlabelcons: 0.0573 (0.0622)  time: 1.0857  data: 0.0244  max mem: 10468
Epoch: [47]  [210/300]  eta: 0:01:33  lr: 0.000100  loss: 2.6715 (2.6483)  loss_bbox: 1.4008 (1.3820)  loss_giou: 1.1554 (1.2044)  loss_unlabelcons: 0.0602 (0.0618)  time: 1.0267  data: 0.0329  max mem: 10468
Epoch: [47]  [220/300]  eta: 0:01:22  lr: 0.000100  loss: 2.6497 (2.6458)  loss_bbox: 1.4224 (1.3801)  loss_giou: 1.1813 (1.2041)  loss_unlabelcons: 0.0512 (0.0616)  time: 0.9598  data: 0.0239  max mem: 10468
Epoch: [47]  [230/300]  eta: 0:01:12  lr: 0.000100  loss: 2.6497 (2.6460)  loss_bbox: 1.3714 (1.3796)  loss_giou: 1.2009 (1.2047)  loss_unlabelcons: 0.0534 (0.0616)  time: 0.9441  data: 0.0282  max mem: 10468
Epoch: [47]  [240/300]  eta: 0:01:01  lr: 0.000100  loss: 2.6508 (2.6509)  loss_bbox: 1.3831 (1.3839)  loss_giou: 1.2194 (1.2052)  loss_unlabelcons: 0.0601 (0.0618)  time: 0.9453  data: 0.0252  max mem: 10468
Epoch: [47]  [250/300]  eta: 0:00:51  lr: 0.000100  loss: 2.6001 (2.6524)  loss_bbox: 1.3510 (1.3849)  loss_giou: 1.2179 (1.2059)  loss_unlabelcons: 0.0569 (0.0617)  time: 1.0433  data: 0.0237  max mem: 10468
Epoch: [47]  [260/300]  eta: 0:00:41  lr: 0.000100  loss: 2.5732 (2.6508)  loss_bbox: 1.3510 (1.3838)  loss_giou: 1.1905 (1.2050)  loss_unlabelcons: 0.0582 (0.0620)  time: 1.0545  data: 0.0351  max mem: 10468
Epoch: [47]  [270/300]  eta: 0:00:30  lr: 0.000100  loss: 2.8281 (2.6608)  loss_bbox: 1.4386 (1.3905)  loss_giou: 1.2503 (1.2072)  loss_unlabelcons: 0.0771 (0.0632)  time: 0.9309  data: 0.0235  max mem: 10468
Epoch: [47]  [280/300]  eta: 0:00:20  lr: 0.000100  loss: 2.8624 (2.6649)  loss_bbox: 1.5263 (1.3929)  loss_giou: 1.2565 (1.2085)  loss_unlabelcons: 0.0773 (0.0635)  time: 0.9342  data: 0.0233  max mem: 10468
Epoch: [47]  [290/300]  eta: 0:00:10  lr: 0.000100  loss: 2.6694 (2.6612)  loss_bbox: 1.3537 (1.3900)  loss_giou: 1.1915 (1.2079)  loss_unlabelcons: 0.0624 (0.0633)  time: 0.9752  data: 0.0294  max mem: 10468
Epoch: [47]  [299/300]  eta: 0:00:01  lr: 0.000100  loss: 2.6968 (2.6677)  loss_bbox: 1.3537 (1.3950)  loss_giou: 1.1915 (1.2088)  loss_unlabelcons: 0.0617 (0.0640)  time: 1.0246  data: 0.0203  max mem: 10468
Epoch: [47] Total time: 0:05:07 (1.0247 s / it)
Averaged stats: lr: 0.000100  loss: 2.6968 (2.6677)  loss_bbox: 1.3537 (1.3950)  loss_giou: 1.1915 (1.2088)  loss_unlabelcons: 0.0617 (0.0640)
epoch imgs: 4800
Epoch: [48]  [  0/300]  eta: 0:11:57  lr: 0.000100  loss: 2.4384 (2.4384)  loss_bbox: 1.3267 (1.3267)  loss_giou: 1.0272 (1.0272)  loss_unlabelcons: 0.0845 (0.0845)  time: 2.3932  data: 1.5939  max mem: 10468
Epoch: [48]  [ 10/300]  eta: 0:05:02  lr: 0.000100  loss: 2.5238 (2.6192)  loss_bbox: 1.3267 (1.3584)  loss_giou: 1.2201 (1.1845)  loss_unlabelcons: 0.0765 (0.0764)  time: 1.0430  data: 0.1595  max mem: 10468
Epoch: [48]  [ 20/300]  eta: 0:04:41  lr: 0.000100  loss: 2.5238 (2.6286)  loss_bbox: 1.2572 (1.3625)  loss_giou: 1.2251 (1.1968)  loss_unlabelcons: 0.0670 (0.0692)  time: 0.9375  data: 0.0258  max mem: 10468
Epoch: [48]  [ 30/300]  eta: 0:04:36  lr: 0.000100  loss: 2.5193 (2.6240)  loss_bbox: 1.3134 (1.3626)  loss_giou: 1.1931 (1.1954)  loss_unlabelcons: 0.0551 (0.0660)  time: 1.0155  data: 0.0234  max mem: 10468
Epoch: [48]  [ 40/300]  eta: 0:04:20  lr: 0.000100  loss: 2.6311 (2.6567)  loss_bbox: 1.4046 (1.3870)  loss_giou: 1.2130 (1.2047)  loss_unlabelcons: 0.0553 (0.0650)  time: 0.9979  data: 0.0237  max mem: 10468
Epoch: [48]  [ 50/300]  eta: 0:04:13  lr: 0.000100  loss: 2.6787 (2.6302)  loss_bbox: 1.4046 (1.3673)  loss_giou: 1.2151 (1.1970)  loss_unlabelcons: 0.0616 (0.0659)  time: 0.9957  data: 0.0353  max mem: 10468
Epoch: [48]  [ 60/300]  eta: 0:04:05  lr: 0.000100  loss: 2.6668 (2.6334)  loss_bbox: 1.3429 (1.3700)  loss_giou: 1.2032 (1.1971)  loss_unlabelcons: 0.0589 (0.0663)  time: 1.0637  data: 0.0237  max mem: 10468
Epoch: [48]  [ 70/300]  eta: 0:03:58  lr: 0.000100  loss: 2.6463 (2.6174)  loss_bbox: 1.3304 (1.3567)  loss_giou: 1.1770 (1.1951)  loss_unlabelcons: 0.0544 (0.0656)  time: 1.0954  data: 0.0278  max mem: 10468
Epoch: [48]  [ 80/300]  eta: 0:03:44  lr: 0.000100  loss: 2.5338 (2.6089)  loss_bbox: 1.1981 (1.3463)  loss_giou: 1.1770 (1.1967)  loss_unlabelcons: 0.0609 (0.0659)  time: 1.0191  data: 0.0278  max mem: 10468
Epoch: [48]  [ 90/300]  eta: 0:03:36  lr: 0.000100  loss: 2.6217 (2.5986)  loss_bbox: 1.3357 (1.3366)  loss_giou: 1.1918 (1.1943)  loss_unlabelcons: 0.0610 (0.0678)  time: 1.0097  data: 0.0237  max mem: 10468
Epoch: [48]  [100/300]  eta: 0:03:25  lr: 0.000100  loss: 2.6272 (2.6042)  loss_bbox: 1.3636 (1.3406)  loss_giou: 1.1918 (1.1965)  loss_unlabelcons: 0.0609 (0.0671)  time: 1.0445  data: 0.0354  max mem: 10468
Epoch: [48]  [110/300]  eta: 0:03:14  lr: 0.000100  loss: 2.4529 (2.6005)  loss_bbox: 1.2165 (1.3393)  loss_giou: 1.1817 (1.1945)  loss_unlabelcons: 0.0603 (0.0667)  time: 0.9773  data: 0.0237  max mem: 10468
